idx	18BR003	11BR024	11BR042	01BR033	03BR002	11BR023	11BR036	01BR018	14BR008	11BR004	15BR003	06BR005	11BR016	20BR005	11BR080	18BR002	11BR018	03BR010	22BR006	18BR007	11BR025	05BR026	11BR055	05BR029	11BR043	05BR009	11BR030	11BR038	20BR008	03BR004	11BR020	11BR056	11BR019	11BR010	01BR027	11BR060	11BR072	18BR017	20BR001	14BR005	05BR001	03BR005	03BR013	21BR010	11BR053	11BR017	20BR002	05BR003	11BR031	09BR007	11BR059	11BR015	01BR030	06BR014	18BR009	11BR028	11BR050	11BR049	11BR075	11BR054	22BR005	13BR009	05BR016	11BR014	18BR016	06BR003	11BR051	06BR006	14BR014	20BR007	09BR005	20BR006	18BR010	16BR012	11BR013	11BR012	09BR004	11BR032	18BR019	11BR027	11BR003	11BR074	01BR001	05BR038	01BR017	01BR015	11BR022	01BR025	11BR009	11BR006	11BR011	05BR005	11BR058	11BR040	11BR073	01BR032	01BR031	18BR004	11BR047	18BR006	11BR044
hsa-miR-6748-3p	0.6824	0.8255	0	0	0	0.5418	0	0	0	0	0	0.3092	0	0	0	0.8577	0	0.8179	0.4119	0	0.4424	0	0	0	0.8004	0	0.2844	0	0.2673	0	0.441	0.4972	0	0	0	0	0.2334	0	0	0	0.6097	0	0	0	0	0.8696	0	0	0	0	0	0	0	0.2238	0	0	0	0	0	0	0	0	0	0.3571	0	0.4178	0	0	0	0	0	0.3802	0	0	0	0	0	0.3147	0.2234	0	0	0	0.5275	0	0	0	0	0	0	0	0	0.4705	0.6909	0	0.551	0.3951	0	0	0.7212	0	0
hsa-miR-6748-5p	0	0	0	0	0	0.5418	0	0	0	0	0	0.3092	1.0263	0	0	0	0	0	0	0	0	0	0	0.2477	0	0	0	0	0	0	0.7783	0	0.4505	0	0	0	0.2334	0	0	0.4939	0	0	0	0	0	0	0	0.6747	0	0	0	0	0	0.2238	0	0	0	0	0	0	0	0	0.2783	0	0	0	0	0	0	0	0	0	0	0	0.4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7505	0.5168	0	0	0	0	0	0	0	0	0.6282	0
hsa-miR-6749-3p	0	0	0.3047	0	0	0	0.3212	1.258	0	0	0.8441	0.5636	0	0	0	0	0	0	0	0.7733	0.7805	0	0	0.2477	0.3187	0	0.2844	0	0.2673	0	0	0.2699	0.4505	0	0	0.4608	0	0	0	0.8612	0.6097	0	0	0.3564	0.3097	0.8696	0	0.6747	1.0187	0.6037	0	0	0.819	0	0	0.4815	0	0	0	0.3254	0.8714	0	0.2783	0	0.2625	0.7413	0.2216	0.7171	0	0.3658	0	0.3802	0	0	0	0	0	0.573	0	0	0	0.2701	0	0	1.0536	0	0	0	0	0.2957	0	0	0	0.4869	0	0	0	0.289	0.7212	0.348	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2206	0	0	0	0	0	0.3187	0	0	0	0	0.4453	0	0	0.4505	0.2896	0	0.4608	0	0	0	0	0	0.6657	0	0	0	0	0	0	0	0	0	0.4136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5409	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-3p	2.7539	0	1.5266	2.4883	4.1052	6.3597	0.9982	1.9197	3.2897	0.7105	1.2579	1.6558	0	2.4034	0.9533	3.8068	2.1067	2.6645	1.9906	2.1846	1.4825	3.0327	2.7558	0.459	2.3089	3.9071	2.0181	3.971	1.7834	3.61	2.3026	1.7944	1.3023	2.0401	1.2751	3.9355	2.1738	2.1668	1.1175	2.2248	4.0225	3.4551	2.5746	2.1251	1.7633	1.164	5.46	4.4508	2.3517	3.1784	2.3446	2.3172	1.3382	2.5523	2.8734	1.4766	2.427	0.539	2.2413	1.9197	3.2998	0.6383	1.8291	3.1929	1.3767	2.1239	0.7347	3.4985	2.4257	5.3914	0.5703	3.4126	2.1923	3.6945	3.6348	2.3261	2.1373	2.363	3.1762	1.2146	1.9685	3.0369	2.1799	2.4311	1.0536	1.9666	2.4949	3.1305	1.1917	2.1414	3.2653	1.3462	2.6373	3.3833	0.7635	1.0721	0.7979	0.9161	2.1914	2.8629	0.3616
hsa-miR-675-5p	0.9314	0	0.3047	0.6566	2.2023	4.1589	0.3212	0	0.6475	0.3986	0.4829	0.3092	0	0.9285	0	1.0586	0.5582	1.1005	0.2206	0	0	0.4845	0.6832	0	0.9918	0.7808	0.5219	1.6311	0.2673	1.2907	1.2811	1.1599	0	0.5307	0.774	1.0902	0.4342	0	0	0.4939	1.8598	1.7421	0	0	0.7811	0.8696	2.9538	1.1326	1.0187	1.0279	0	1.219	0	1.0048	1.574	0.6729	0	0.539	0.9501	1.0088	1.2524	0	0.7122	0.3571	0.8467	1.2286	0.2216	1.5517	0	2.7594	0.3132	0.9295	0.482	1.6655	0.4654	0	0.2375	0.3147	1.1193	0.6119	0.502	0.694	0.5275	0.9097	0	1.4125	0	1.076	0.9732	1.2417	0.5168	0.4705	0.3864	0.68	0.3016	0	0.7979	0	0	0.348	0
hsa-miR-6750-3p	0.3812	0.8255	0.3047	0	0	1.2432	0	0	0	0	0.2616	0.3092	0.6025	0	0	0.3456	0.5582	1.3367	0	0	0.4424	0	0	0	0	0	0.2844	0	0	1.4896	0.441	0.2699	0	0.5307	0.774	0	0	0	0.1969	0.4939	0	0.6657	0.5808	0	0.5646	0.4994	0	1.4796	0	1.0279	0	0	0	0.2238	0	0	0	0	0	0.5908	0	0	0	0	0.4846	2.0082	0	0.7171	0.2415	0	0.3132	0.3802	0.8427	0	0	0	0.9218	0	0.2234	0	1.169	0.4976	0	0	0	0	0	0	0.7156	0	0.5168	0	0	0	0.3016	0.211	0	0.289	0.7212	0.348	0
hsa-miR-6750-5p	0	0.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5795	0	0	0	0	0	0	0	0.4505	0	0.774	0	0	0	0.1969	0.8612	0	0.6657	0	0	0	0	0.276	0	0	0	0	0	0	0	0.4808	0	0	0	0	0	0	0	0.5115	0	0	0.4178	0	0	0	0.3658	0	0.3802	0	0	0	0	0	0	0	0	0.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3016	0	0	0	0.4052	0	0
hsa-miR-6751-3p	0	0	0	0.6566	0	0	0.3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2415	0	0	0	0.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5496	0	0	0	0	0	0.3864	0	0	0	0.7979	0	0.4052	0	0
hsa-miR-6751-5p	0	0	0	0	0.5363	0	0.3212	0.762	0.3597	0	1.1327	0.3092	0.6025	0.7463	0.6997	1.0586	0	0	0	0.4379	0	0	0.3817	0.2477	0.3187	0	0	0	0	0.4453	0.441	0	0.4505	0	0	0	0.2334	0	0	0.4939	0	0	0	0	0.3097	0	0	0	0	0.6037	0	0	0	0.5882	0	0.2607	0	0	0	0.3254	0.8714	0	0	0	0	0.4178	0.2216	0.7171	0.2415	0.3658	0	0	0	0	0	0	0	0	0.2234	0	0	0.4976	0.5275	0	0	0	0	0	0	0	0	0	0	0	0.3016	0.211	0.7979	0	0.4052	0	0
hsa-miR-6752-3p	0	0	0	0	0	0	0.3212	0	0	0	0	0.3092	0	0	0	0	0	0	0	0	0	0.8465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4939	0	0	0	0	0.3097	0	0	0	0.5974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6752-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6753-3p	0	1.551	0	0.6566	0	2.4744	0	0.762	0.3597	0	0	0.3092	0	0.2938	0.3919	0.3456	0	0	0	0	0.4424	0.4845	0.3817	0.6433	0.5795	0	0.2844	0	0.2673	0	0.441	0	0	0.2896	1.2751	0.4608	0.2334	0	0	0	1.0369	0	0	0	0.5646	0.4994	0.8824	0.6747	0.5974	0	0.4551	0	0	0	0	0	0	0.2029	0.2466	0.5908	0	0	0	0.3571	0	0	0	0	0.2415	1.1072	0	1.1415	0.482	0	0	0	0.2375	0	0.2234	0	0	0.2701	0	0	0	0	0.5496	0	0	0.5409	0	0	0.3864	0.4869	0	0.211	0.7979	0	0	0	0.3616
hsa-miR-6753-5p	0	0	0	0	0	0.5418	0	0.762	0	0	0	0	0	0	0	0	0	0	0.2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774	0	0	0	0	0	0	0	0.5808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5275	0	1.0536	0	0	0	0	0.2957	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6754-3p	0	0	0.3047	0	0.5363	0	0.3212	1.258	0.6475	0	0.4829	0	0	0	0	0.6243	0	0.4662	0	0	0.4424	0	0.3817	0	0	0	0.5219	0.6082	0.6876	0	0	0	0	0.2896	1.6462	0.4608	0.2334	0	0	0	1.0369	0	0	0	0	0	0.276	1.4796	0	0.8313	0.8005	0	0	0.2238	0	0	0	0	0.4571	0	0	0	0.2783	0	0	0.7413	0	0	0.2415	0.6573	0	0	0	1.0608	0	0.5321	0.2375	0	0.2234	0	0	0	0	0.3706	0	0.8726	0.5496	0	0.4017	0	0.8965	0.4705	0	0	0	0	0.7979	0	0	0.348	0
hsa-miR-6754-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4424	0	0	0	0.3187	0	0	0	0	0	0.441	0	0.7934	0	0	0	0	0	0	0	0	0	0.5808	0	0.5646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2625	0	0	0	0	0	0	0	0.8427	0	0	0	0	0	0	0	0	0	0	0	0	0.5013	0	0	0	0	0	0.8247	0.6909	0	0	0	0	0	0	0	0
hsa-miR-6755-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6755-5p	0	1.1098	0.5561	0	0	0.5418	0.3212	0	0.3597	0	0	0	0	0	0	0	0	0	0.2206	0	0	0	0	0.2477	0	0	0.2844	0	0	0	0.441	0	0	0	0	0	0	0.5836	0.1969	0	1.0369	0	0	0	0	0	0	0	0.5974	0	0	0	0	0	0	0	0.5549	0.2029	0.2466	0.5908	0.635	0.9468	0	0.3571	0	0	0	1.1939	0	0	0	0	0	0	0	0	0.2375	0	0	0	0	0	0.5275	0.3706	0	0.5013	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0
hsa-miR-6756-3p	0	0	0	0.6566	0	0	0	0	0.3597	0	0.2616	0	0	0.2938	0	0.6243	0	0	0	0.4379	0	0.4845	0	0	0.3187	0	0	0	0	1.2907	0.441	0	0.4505	0	0.774	0	0.2334	0.5836	0.1969	0.8612	0	1.4641	0.5808	0	0.3097	0	0.276	0.6747	0.5974	0.3332	0	0.4136	0	0	0.8407	0	0	0	0	0.5908	0.635	0	0	0	0	0.4178	0.2216	0	0	0.3658	0	0.6808	0	0	0	0.5321	0.4413	0	0	0.3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6756-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2938	0	0	0	0	0	0	0	0	0	0	0	0.4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6757-3p	0	0	0	0.6566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4424	0.4845	0	0.2477	1.1609	0.7808	0	0	0	0	0	0	0.4505	0.2896	0	0	0.2334	0	0	0	0	0.6657	0	0.3564	0.5646	0	0	0	0	0	0.4551	0	0	0.2238	0	0.2607	0.3925	0	0	0.8149	0.3522	0.2455	0.2783	0	0	0.4178	0.4136	0.7171	0.6291	0	0	0	0	0	0	0.5321	0.2375	0	0	0	0	0	0	0	0	0	0	0	0	0.2957	0.5168	0.4705	0	0	0	0.211	0	0	0	0	0
hsa-miR-6757-5p	0.9314	0	0.5561	0	0.5363	0	0	0	0.6475	0	0.8441	0.3092	0	0	0.3919	0	0.5582	1.1005	0.732	0.7733	0.4424	0.8465	0.6832	0	0.8004	0.4426	0.2844	0	0	0.7851	0	0	0.4505	0.7373	0	0.4608	0.6105	0	0.1969	1.3968	0	1.4641	0	0	0.3097	0	0.276	1.7592	0	0	0	0.4136	0	0.8789	0.8407	0.2607	0.2096	0	0	1.1797	0	0.2455	0.5115	0.6431	0.677	0	0.2216	0	0.2415	0	0.3132	0	0.8427	0	0	0.5321	0.2375	0	0.2234	0.6119	0.502	1.1606	0	0.3706	0	0	0	0	0	0.2957	0.5168	0.4705	0.3864	0.2639	0	0.211	0.7979	1.3518	0	0.348	0
hsa-miR-6758-3p	0	0.471	0	0	0	0	0	0	0	0	0	0	0	0.2938	0	0	0	0	0	0	0.4424	0	0.3817	0.2477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3097	0	0	0	0	0	0	0	0	0	0	0.2607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3802	0	0	0	0	0.4413	0	0	0	0	0	0	0	0	0	0	0	0	0.5409	0	0	0	0	0	0	0.7979	0	0.4052	0	0
hsa-miR-6758-5p	0	0	0.3047	0	0	0	0	0.762	0	0	0	0	0	0.7463	0.3919	0	0	0	0.2206	0	0.4424	0	0	0	0	0	0	0	0	0	0	0	0.4505	0	0	0	0.2334	0	0	0	0	0	0	0	0	0	0	0.6747	0	0	0	0	0	0.2238	0	0	0	0	0	0	0.3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0.2375	0	0	0	0	0.2701	0	0	0	0	0	0	0.4017	0	0.5168	0	0.3864	0	0	0	0	0	0	0	0
hsa-miR-6759-3p	0	0	0	0	0	0.5418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6759-5p	0	0	0	0	0	0	0	0	0	0	0	0.3092	0	0	0	0	0	0	0	0	0	0	0	0.2477	0	0	0	0	0	0.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0387	0	0	0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6505
hsa-miR-676-3p	0	0	0.3047	1.4485	0	1.4972	1.3198	0	0.3597	0	0	0.3092	0	0.7463	0.3919	0	0	0	0.2206	1.0453	0	0.4845	0.3817	0.6433	0.3187	1.0546	0.2844	1.0347	0.2673	0.4453	0	0	0.4505	0.5307	0	0	0.7676	0.5836	1.6074	0	0	0	0.5808	0.6419	0	0	1.3081	0	0	0.8313	0	0.4136	0	0.4175	0	0	0.3925	0	1.5181	0.3254	0.8714	0.2455	0.5115	0.3571	0	0.7413	0.2216	0	0.6291	0	0.3132	1.4901	0	0	0	1.6916	3.314	0.573	0.7398	0	1.4141	0.4976	0.5275	0.3706	0	0	0	0	0	0.7505	0.5168	1.3462	0	0.68	1.1128	0	0	0.5296	0.4052	0	0.3616
hsa-miR-676-5p	0.3812	0	0	0	0	0	0	0	0	0	0.2616	0	0	0	0.3919	0	0	0	0	0.4379	0	0	0	0.2477	0	0	0	0	0.2673	0	0.441	0	0	0	0	0	0	0	0.3701	0	0	0	0	0.6419	0	0	0	0	0	0.3332	0	0	0	0	0	0	0.7008	0	0	0.3254	0	0.2455	0	0	0.4846	0.4178	0	0	0	0	0	1.4901	0	0	0	0	1.2817	0	0.2234	0.3382	0	0	0	0	0	0	0	0	0	0	0	0.4705	0	0	0	0	0	0	0	0.6282	0
hsa-miR-6760-3p	0	0	0	0	0	0	0.3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6760-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-3p	0	1.3472	0	1.1062	0.9264	0.5418	0.5838	1.258	0.3597	0	0.4829	0.5636	0	0	0.6997	0	0	0	0	0.7733	0	0	0	0.2477	0	0.4426	0.9043	0	0	1.06	0	0.4972	0	0.2896	0	0	0.2334	0.5836	0	0.8612	1.0369	2.1756	1.3145	0.6419	0.3097	0	0	0	0	0.3332	0.4551	0	0.819	1.0048	0	0.4815	0	0	0.6408	0	1.4108	0	0.5115	0	0.2625	0.4178	0.2216	0.7171	0.2415	0.6573	0	0.3802	0	0.6258	0.8168	0	0	0	0.2234	0.3382	0.502	0.8668	0	0	0	0.5013	0	0	0.7156	0.5409	0	0	0.3864	0.4869	0	0	0	0.289	0.7212	0.348	0
hsa-miR-6761-5p	0.6824	0.471	0	0.6566	1.2332	1.4972	1.168	1.258	1.0928	0.7105	0.8441	1.2833	0.6025	1.0903	1.1689	0.6243	0	0.8179	1.4944	0.4379	0	0.8465	0.6832	0.6433	0.3187	0.4426	2.3618	0	0.6876	1.4896	1.0515	0.4972	0	0.2896	0	1.0902	0.6105	0.5836	0.1969	0	0	0.6657	0	1.4228	1.4202	0.4994	0	0.6747	1.0187	1.2009	0.4551	0.4136	0.819	1.2279	1.3684	0.4815	0.2096	0	0.8037	0	1.2524	0.4552	0.5115	0.8817	0.4846	1.5923	0.7347	0.7171	0.7898	0.6573	0.5703	0	1.131	0	0.4654	0	0.4413	1.1499	0.2234	0	0.8738	0.4976	0	1.3012	2.4067	1.1677	0	0	1.5491	0.7505	0.8965	0.4705	0.9422	0	0.7635	0	0.7979	0.7358	0.4052	0	0.6505
hsa-miR-6762-3p	1.64	0.8255	0.3047	1.7249	0.5363	0.5418	0.3212	0	1.4325	0	0.8441	1.1342	0	0.5377	0	1.392	0.9597	1.8758	0.5808	1.9399	0.4424	0.8465	0.9325	0	0.5795	1.0546	0.5219	0.6082	0.8593	1.06	0.441	0	0.4505	0.5307	0	0.8095	0.7676	1.3195	0.1969	1.3968	0	0.6657	1.5767	0.6419	0.9693	0.4994	0.5077	0.6747	0	0.8313	0.4551	0.7346	1.3382	0.7408	1.754	0.2607	0	0.2029	0.2466	1.1797	1.4108	1.0793	0	0	0.4846	0.7413	0.2216	1.1939	0.6291	0.3658	0.3132	1.3263	0	0	0.4654	0	0.6199	0.573	0.5873	0.8419	1.6234	1.4045	1.4676	0.6652	0	1.1677	1.2577	0	0.7156	0.9334	0	0.8247	0.6909	0.2639	0	0.211	0.7979	0.5296	0.9803	1.0644	0
hsa-miR-6762-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2477	0	0	0	0	0	0	0	0.6935	0	0	0	0	0	0	0	0	0.6097	0	0	0	0	0	0	0	0	0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4052	0	0
hsa-miR-6763-3p	0	0	0	0	0	0	0	0	0	0	0.2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-5p	0.3812	0.471	0	0	0.5363	0.5418	0	0	0	0	0	0	0.6025	0.2938	0	0.6243	0	0.4662	0	0.4379	0.4424	0	0.3817	0	1.1609	0.4426	0.2844	1.3635	0	1.06	0	0	0	0.2896	0	0	0	0.5836	0	0	0	1.1194	0	0	0.3097	0	0	0	0	0	0	0	0	0.5882	1.1286	0.2607	0	0	0	0	0.635	0	0.2783	0.3571	0	0.4178	0	0	0	1.1072	0	0.3802	0	0	0	0	0.2375	0.3147	0.4168	0	0.8738	0.2701	0	0	0	0	0	0	0	0.5409	0	0.8247	0	0.2639	0	0.211	0	0	0	0.348	0
hsa-miR-6764-3p	0	0	0.3047	0	0.5363	0	1.4572	0.762	0.3597	0.3986	0	0	0	0.5377	0.6997	0	0	0	0.2206	0	0	1.1357	0	0.459	0	0	0.2844	0.6082	0	0	0.7783	0.4972	0	0	0.774	0	0.2334	0	0.3701	0	0	0.6657	0.5808	0	0.3097	0.4994	0	0	0	1.2009	0	0.4136	0	0.2238	0.4808	0	0	0.9305	0	0.5908	0.3522	0.4552	0.2783	0	0	0.7413	0.9972	0	0	0.6573	0	0	0	0	0.4654	0.5321	0.4413	0	0.4168	0.3382	0.8738	0	0	0.6652	1.0536	0	0	0	0	0.2957	0	0	0	0.2639	0	0.3951	0.7979	0.289	0	0.348	0.8911
hsa-miR-6764-5p	0.3812	0	0.3047	0	0.5363	0	0.3212	1.258	0	0	0	0.9679	0.6025	0.5377	0.3919	0	0	0.8179	0	0.4379	0.4424	0.8465	0.3817	0	0.5795	0	0	0.6082	0.4927	0	0.441	0	0	0.2896	1.2751	0.4608	0.4342	0	0.5247	0	0.6097	0	0	0.6419	0.3097	0	0	0	1.0187	0.3332	0.4551	0.7346	0	0.5882	0	0	0	0	0.2466	0	0	0	0.2783	0	0.2625	0	0.4136	0	0.2415	0	0	0.9295	0.482	0	0	1.2253	0	0.3147	0.2234	0	0.502	0.4976	0.5275	0	0	0	0.5496	0	0	0.2957	0.5168	0	0	0.2639	0.551	0	0	0.9161	0	0.348	0
hsa-miR-6765-3p	0	0	0.3047	0	0	0.9347	0	0	0	0	0	0	0	0.2938	0	0	0	0	0.2206	0.4379	0	0	0	0	0.3187	0	0	0	0	0	0	0	0	0	1.2751	0	0.2334	0.5836	0	0	0	0	0	0	0.3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5321	0.4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3016	0	0	0	0	0	0
hsa-miR-6765-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3097	0	0.276	0	0	0	0.4551	0	0	0	0	0	0	0	0.2466	0	0.3522	0.2455	0	0	0	0	0	0	0	0	0	0	0.482	0	0	0	0	0	0	0	0	0	0.5275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6766-3p	0.3812	0.8255	0.5561	0	0.5363	0.5418	0	0.762	0.3597	0	0.2616	0.3092	0	0.2938	0.3919	0	0	0	0	0	0	1.1357	0.3817	0	0.3187	0	0	0	0.2673	0.4453	0.7783	0	0	0	0.774	0.4608	0.2334	0	0	0	1.3661	0.6657	0.5808	0	0	0	0	0	1.0187	0.3332	0	0	0.819	0.4175	0	0	0	0	0	0.3254	0.635	0	0.2783	0	0	0	0.4136	0	0	0.6573	0	0	0.482	0	0.4654	0.5321	0	0.573	0	0.6119	0.502	0.2701	0	0	0	0	0	0	0	0	0	0.4705	0.3864	0.4869	0.7635	0.211	0	0.5296	0.4052	1.0644	0
hsa-miR-6766-5p	0	0	0	0	0	0	0	0	0	0	0.2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4453	0	0	0	0.2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3332	0	0	0	0	0	0	0	0	0	0.3254	0	0.2455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3016	0	0	0	0	0.348	0
hsa-miR-6767-3p	0	0	0	0	0	0	0.3212	0	0	0	0	0	0	0	0	0.3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3864	0	0	0	0	0	0	0	0
hsa-miR-6767-5p	0	0.8255	0.5561	0	0.5363	0	0.3212	0.762	0	0	0	0.3092	1.0263	0.2938	0	0	0.9597	0	0	0	0.4424	0	0.3817	0	0	0	1.2063	0	0	0.4453	0.7783	0	0	0	1.2751	0	0	0	0	0	0.6097	0	0	0	1.1357	0.4994	0	0	0.5974	0.3332	0.4551	0.7346	0	0.2238	0	0	0.2096	0	0.2466	0.3254	0	0	0	0	0.2625	0.7413	0	0	0	0.3658	0.5703	0.9295	0.8427	0	0	0	0	0	0.4168	0.3382	0	0	0	0.3706	0	0	0.5496	0	0.7156	0.2957	0	0	0	0	0	0	0	0.289	0.4052	0	0
hsa-miR-6768-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0
